edital;tipoObjeto;modalidade;rito;finalidade;processo;centralDeCompras;dataDeAbertura;situacaoOferta;numeroLote;situacaoLote;numeroItem;itemDescricao;quantidade;unidadeMedida;valorUnitario;valorTotal;arrematante;arrematanteCNPJ;url;urlDocumentos;urlPropostas;dataHomologacao
9015/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007185-0;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;07/04/2020 10:31;Cancelada;1;Cancelado;2;DETERGENTE PARA PRE LAVAGEM DE ROUPAS DE ALGODÃO E POLIÉSTER/ALGODÃO , ALTO PODER  DE REMOÇÃO  DE SUJEIRA DE TODOS OS NÍVEIS . COM ESPUMA CONTROLADA PROPICIANDO MAIOR AÇÃO MECÂNICA  DURANTE O PROCESSO E REDUZ O NUMERO  DE ENXAGUES FINAIS, COM BRANQUEADOR DANDO MAIOR  BRANCURA AS ROUPAS. DENSIDADE (2;500;l;;;;;http://www.compras.rs.gov.br/editais/9015_2020/259079;http://www.compras.rs.gov.br/editais/9015_2020/259079#documentsTab;http://www.compras.rs.gov.br/editais/9015_2020/lote/759631#proposalsTab;
9015/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007185-0;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;07/04/2020 10:31;Cancelada;1;Cancelado;3;DETERGENTE LIQUIDO CONCENTRADO NEUTRO COM AGENTE;500;l;;;;;http://www.compras.rs.gov.br/editais/9015_2020/259079;http://www.compras.rs.gov.br/editais/9015_2020/259079#documentsTab;http://www.compras.rs.gov.br/editais/9015_2020/lote/759631#proposalsTab;
9015/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007185-0;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;07/04/2020 10:31;Cancelada;1;Cancelado;4;NEUTRALIZADOR DE RESIDUOS ALCALINOS E ALVEJANTE LÇIQUIDO PARA ROUPAS HOSPITALARES A BASE DE BISSULFITO DE SODIO. COM PH ENTRE 3.5 E 4.5 PARA INSERÇÃO – USO ASSISTÊNCIA A SAÚDE OU USO EM HOSPITAIS, NUMERO DE REGISTRO NO INISTERIO DA SAUDE, PRAZO DE VALIDADE NA ENTREGA DEVERA SER DE NO MINIMO 70% DO T;500;l;;;;;http://www.compras.rs.gov.br/editais/9015_2020/259079;http://www.compras.rs.gov.br/editais/9015_2020/259079#documentsTab;http://www.compras.rs.gov.br/editais/9015_2020/lote/759631#proposalsTab;
9015/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007185-0;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;07/04/2020 10:31;Cancelada;1;Cancelado;5;DETERGENTE PRE LAVAGEM DE ROUPAS COM SUJIDADE PESADA. ESTE PRODUTO DEVERA AJUDAR NA REMOÇÃO DE SUJIDADE DE QUALQUER ORIGEM, PRINCIPALMENTE NA REMOÇÃO DE SANGUE, MEDICAMENTOS, ÓLEOS, GORDURAS E GRAXAS DE ORIGEM ANIMAL, VEGETAL E MINERAL. DEVERA CONTER NA SUA FORMULAÇÃO HIDRÓXIDO DE SÓDIO, SEQUESTRANT;500;l;;;;;http://www.compras.rs.gov.br/editais/9015_2020/259079;http://www.compras.rs.gov.br/editais/9015_2020/259079#documentsTab;http://www.compras.rs.gov.br/editais/9015_2020/lote/759631#proposalsTab;
9015/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007185-0;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;07/04/2020 10:31;Cancelada;1;Cancelado;6;ALVEJANTE QUIMICO INCOLOR, CONCENTRADO PARA LAVAGEM DE ROUPAS HOSPITALARES;500;l;;;;;http://www.compras.rs.gov.br/editais/9015_2020/259079;http://www.compras.rs.gov.br/editais/9015_2020/259079#documentsTab;http://www.compras.rs.gov.br/editais/9015_2020/lote/759631#proposalsTab;
0212/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0032942-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;07/04/2020 10:30;Homologada;1;Não-adjudicado;1;EQUIPAMENTO HOSPITALAR SES - VENTILADOR PULMONAR PRESSOMÉTRICO E VOL;27;un;;;;;http://www.compras.rs.gov.br/editais/0212_2020/259190;http://www.compras.rs.gov.br/editais/0212_2020/259190#documentsTab;http://www.compras.rs.gov.br/editais/0212_2020/lote/760259#proposalsTab;07/04/2020
0212/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0032942-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;07/04/2020 10:30;Homologada;2;Não-adjudicado;1;EQUIPAMENTO HOSPITALAR SES - APARELHO DE ANESTESIA COM MONITOR MULTIPARAMETRO;8;un;;;;;http://www.compras.rs.gov.br/editais/0212_2020/259190;http://www.compras.rs.gov.br/editais/0212_2020/259190#documentsTab;http://www.compras.rs.gov.br/editais/0212_2020/lote/760260#proposalsTab;07/04/2020
0212/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0032942-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;07/04/2020 10:01;Homologada;3;Deserto (encerrado);1;EQUIPAMENTO HOSPITALAR SES - CAMA HOSPITALAR TIPO FAWLER ELÉTRICA;183;un;;;;;http://www.compras.rs.gov.br/editais/0212_2020/259190;http://www.compras.rs.gov.br/editais/0212_2020/259190#documentsTab;http://www.compras.rs.gov.br/editais/0212_2020/lote/760261#proposalsTab;07/04/2020
0212/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0032942-0;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;07/04/2020 10:30;Homologada;4;Não-adjudicado;1;EQUIPAMENTO HOSPITALAR SES - SISTEMA DE HIPO/HIPERTEMIA (COLCHÃO/MANTA);8;un;;;;;http://www.compras.rs.gov.br/editais/0212_2020/259190;http://www.compras.rs.gov.br/editais/0212_2020/259190#documentsTab;http://www.compras.rs.gov.br/editais/0212_2020/lote/760262#proposalsTab;07/04/2020
0209/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033388-5;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;06/04/2020 15:30;Homologada;1;Não-adjudicado;1;EQUIPAMENTO HOSPITALAR SES - CARDIOVERSOR;20;un;;;;;http://www.compras.rs.gov.br/editais/0209_2020/259163;http://www.compras.rs.gov.br/editais/0209_2020/259163#documentsTab;http://www.compras.rs.gov.br/editais/0209_2020/lote/760151#proposalsTab;18/05/2020
0209/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033388-5;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;06/04/2020 16:01;Homologada;2;Não-adjudicado;1;OFTALMOSCÓPIO - 2,5V 19 LENTES ( - 20 A + 20 D);5;un;;;;;http://www.compras.rs.gov.br/editais/0209_2020/259163;http://www.compras.rs.gov.br/editais/0209_2020/259163#documentsTab;http://www.compras.rs.gov.br/editais/0209_2020/lote/760152#proposalsTab;18/05/2020
0209/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033388-5;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;06/04/2020 15:30;Homologada;3;Deserto (encerrado);1;EQUIPAMENTO HOSPITALAR SES - MONITOR DE DEBITO CONTINUO;6;un;;;;;http://www.compras.rs.gov.br/editais/0209_2020/259163;http://www.compras.rs.gov.br/editais/0209_2020/259163#documentsTab;http://www.compras.rs.gov.br/editais/0209_2020/lote/760153#proposalsTab;18/05/2020
0209/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033388-5;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;06/04/2020 16:15;Homologada;4;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - ASPIRADOR DE SECREÇÕES MÓVEL;17;un;2892;49164;ANA MARIA PIRES BELEM;4,36065E+12;http://www.compras.rs.gov.br/editais/0209_2020/259163;http://www.compras.rs.gov.br/editais/0209_2020/259163#documentsTab;http://www.compras.rs.gov.br/editais/0209_2020/lote/760154#proposalsTab;18/05/2020
0209/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033388-5;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;06/04/2020 16:27;Homologada;5;Adjudicado;1;EQUIPAMENTO HOSPITALAR SES - BALANÇA ANTOPOMÉTRICA PARA OBESO;14;un;1230;17220;M.K.R. COMERCIO DE EQUIPAMENTOS EIRELI;3,14999E+13;http://www.compras.rs.gov.br/editais/0209_2020/259163;http://www.compras.rs.gov.br/editais/0209_2020/259163#documentsTab;http://www.compras.rs.gov.br/editais/0209_2020/lote/760155#proposalsTab;25/05/2020
0203/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000424-8;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;06/04/2020 14:16;Depende dos lotes;1;Não-adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO-LATEX - NÃO ESTÉRIL-S/PÓ -TAM P EMB. 100 UN;200;em;;;;;http://www.compras.rs.gov.br/editais/0203_2020/259130;http://www.compras.rs.gov.br/editais/0203_2020/259130#documentsTab;http://www.compras.rs.gov.br/editais/0203_2020/lote/760055#proposalsTab;
0203/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000424-8;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;06/04/2020 14:51;Depende dos lotes;2;Não-adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO- LÁTEX - NÃO ESTÉRIL-S/PÓ -TAM M EMB. 100 UN;400;em;;;;;http://www.compras.rs.gov.br/editais/0203_2020/259130;http://www.compras.rs.gov.br/editais/0203_2020/259130#documentsTab;http://www.compras.rs.gov.br/editais/0203_2020/lote/760056#proposalsTab;
0203/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000424-8;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;06/04/2020 15:24;Depende dos lotes;3;Não-adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO- LÁTEX - NÃO ESTÉRIL-S/PÓ -TAM G EMB. 100 UN;400;em;;;;;http://www.compras.rs.gov.br/editais/0203_2020/259130;http://www.compras.rs.gov.br/editais/0203_2020/259130#documentsTab;http://www.compras.rs.gov.br/editais/0203_2020/lote/760057#proposalsTab;
0202/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0027386-6;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;03/04/2020 15:10;Homologada;1;Adjudicado;1;NOBREAK 1500VA BIVOLT;2;un;839.5;1679;TECMATH EIRELI;1,33346E+13;http://www.compras.rs.gov.br/editais/0202_2020/259129;http://www.compras.rs.gov.br/editais/0202_2020/259129#documentsTab;http://www.compras.rs.gov.br/editais/0202_2020/lote/760054#proposalsTab;14/04/2020
9014/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007071-3;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;03/04/2020 09:20;Homologada;1;Deserto (encerrado);1;"MACACÃO DE SEGURANÇA - TIPO DE MATERIAL: NÃO TECIDO DE POLIPROPILENO; TRATAMENTO: ANTIESTÁTICO";500;un;;;;;http://www.compras.rs.gov.br/editais/9014_2020/259035;http://www.compras.rs.gov.br/editais/9014_2020/259035#documentsTab;http://www.compras.rs.gov.br/editais/9014_2020/lote/759122#proposalsTab;03/04/2020
9014/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007071-3;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;03/04/2020 09:20;Homologada;2;Deserto (encerrado);1;"MACACÃO DE SEGURANÇA - TIPO DE MATERIAL: NÃO TECIDO DE POLIPROPILENO; TRATAMENTO: ANTIESTÁTICO; TAMANHO G";500;un;;;;;http://www.compras.rs.gov.br/editais/9014_2020/259035;http://www.compras.rs.gov.br/editais/9014_2020/259035#documentsTab;http://www.compras.rs.gov.br/editais/9014_2020/lote/759132#proposalsTab;03/04/2020
9014/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007071-3;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;03/04/2020 09:47;Homologada;3;Não-adjudicado;1;ÓCULOS DE SEGURANÇA, MODELO AMPLA VISÃO;100;un;;;;;http://www.compras.rs.gov.br/editais/9014_2020/259035;http://www.compras.rs.gov.br/editais/9014_2020/259035#documentsTab;http://www.compras.rs.gov.br/editais/9014_2020/lote/759137#proposalsTab;14/04/2020
9014/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007071-3;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;03/04/2020 09:47;Homologada;4;Adjudicado;1;Óculos de segurança tipo Goggle, modelo ampla visão;300;un;29.99;8997;ANA MARIA PIRES BELEM;4,36065E+12;http://www.compras.rs.gov.br/editais/9014_2020/259035;http://www.compras.rs.gov.br/editais/9014_2020/259035#documentsTab;http://www.compras.rs.gov.br/editais/9014_2020/lote/759141#proposalsTab;06/04/2020
9014/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007071-3;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;03/04/2020 09:47;Homologada;5;Não-adjudicado;1;LARINGOSCOPIO COMUM COM LAMINA CURVA NUMERO 03;10;un;;;;;http://www.compras.rs.gov.br/editais/9014_2020/259035;http://www.compras.rs.gov.br/editais/9014_2020/259035#documentsTab;http://www.compras.rs.gov.br/editais/9014_2020/lote/759147#proposalsTab;14/04/2020
9014/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007071-3;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;03/04/2020 09:47;Homologada;6;Adjudicado;1;LENÇOL HOSPITALAR DE PAPEL TOTALMENTE ISENTO DE MATERIAIS RECICLADOS;300;rl;14.95;4485;A FAVARIN DISTRIBUIDORA LTDA EPP;1,87026E+13;http://www.compras.rs.gov.br/editais/9014_2020/259035;http://www.compras.rs.gov.br/editais/9014_2020/259035#documentsTab;http://www.compras.rs.gov.br/editais/9014_2020/lote/759151#proposalsTab;03/04/2020
9014/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007071-3;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;03/04/2020 09:47;Homologada;7;Adjudicado;1;AMBU INFANTIL;20;cj;200;4000;EFICAZ MED COMERCIO DE PRODUTOS HOSPITALARES LTDA ME;1,76052E+13;http://www.compras.rs.gov.br/editais/9014_2020/259035;http://www.compras.rs.gov.br/editais/9014_2020/259035#documentsTab;http://www.compras.rs.gov.br/editais/9014_2020/lote/759153#proposalsTab;03/04/2020
9014/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007071-3;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;03/04/2020 09:47;Homologada;8;Não-adjudicado;1;MASCARA FACIAL DE POLICARBONATO TRANSPARENTE DE 8;50;un;;;;;http://www.compras.rs.gov.br/editais/9014_2020/259035;http://www.compras.rs.gov.br/editais/9014_2020/259035#documentsTab;http://www.compras.rs.gov.br/editais/9014_2020/lote/759196#proposalsTab;14/04/2020
9014/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0007071-3;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;03/04/2020 09:47;Homologada;9;Adjudicado;1;ASPIRADOR TIPO VENTURI PARA USO EM REDE DE AR COMPRIMIDO MEDICINAL;35;un;150;5250;EFICAZ MED COMERCIO DE PRODUTOS HOSPITALARES LTDA ME;1,76052E+13;http://www.compras.rs.gov.br/editais/9014_2020/259035;http://www.compras.rs.gov.br/editais/9014_2020/259035#documentsTab;http://www.compras.rs.gov.br/editais/9014_2020/lote/759200#proposalsTab;06/04/2020
0198/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033298-6;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;03/04/2020 09:04;Homologada;1;Não-adjudicado;1;EQUIPAMENTO HOSPITALAR SES - MONITOR MULTIPARAMETROS PARA UTI;200;un;;;;;http://www.compras.rs.gov.br/editais/0198_2020/259114;http://www.compras.rs.gov.br/editais/0198_2020/259114#documentsTab;http://www.compras.rs.gov.br/editais/0198_2020/lote/760033#proposalsTab;03/04/2020
0198/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033298-6;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;03/04/2020 09:04;Homologada;2;Não-adjudicado;1;EQUIPAMENTO HOSPITALAR SES - VENTILADOR PULMONAR PRESSOMÉTRICO E VOL;200;un;;;;;http://www.compras.rs.gov.br/editais/0198_2020/259114;http://www.compras.rs.gov.br/editais/0198_2020/259114#documentsTab;http://www.compras.rs.gov.br/editais/0198_2020/lote/760034#proposalsTab;03/04/2020
0198/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0033298-6;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;03/04/2020 09:01;Homologada;3;Deserto (encerrado);1;EQUIPAMENTO HOSPITALAR SES - CAMA HOSPITALAR TIPO FAWLER ELÉTRICA;600;un;;;;;http://www.compras.rs.gov.br/editais/0198_2020/259114;http://www.compras.rs.gov.br/editais/0198_2020/259114#documentsTab;http://www.compras.rs.gov.br/editais/0198_2020/lote/760035#proposalsTab;03/04/2020
9024/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006966-9;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;03/04/2020 08:35;Depende dos lotes;1;Deserto (encerrado);1;LOTE 01 - MACACÃO IMPERMEÁVEL CLASSE A;300;un;;;;;http://www.compras.rs.gov.br/editais/9024_2020/259069;http://www.compras.rs.gov.br/editais/9024_2020/259069#documentsTab;http://www.compras.rs.gov.br/editais/9024_2020/lote/759616#proposalsTab;
9024/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006966-9;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;03/04/2020 08:35;Depende dos lotes;2;Deserto (encerrado);1;LOTE 02 - MACACÃO CLASSE C;2500;un;;;;;http://www.compras.rs.gov.br/editais/9024_2020/259069;http://www.compras.rs.gov.br/editais/9024_2020/259069#documentsTab;http://www.compras.rs.gov.br/editais/9024_2020/lote/759617#proposalsTab;
0192/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1207-0001379-2;COMANDO DE BOMBEIRO MILITAR RS / ABM;02/04/2020 13:30;Homologada;1;Adjudicado;1;ALCOOL 70° INPM (LIMPEZA DE AMBIENTES) - GEL - 500G;1000;em;15.55;15550;MARCELO J. GOMES - ME;2,45779E+13;http://www.compras.rs.gov.br/editais/0192_2020/259070;http://www.compras.rs.gov.br/editais/0192_2020/259070#documentsTab;http://www.compras.rs.gov.br/editais/0192_2020/lote/759618#proposalsTab;02/04/2020
0191/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1204-0004359-9;POLÍCIA CIVIL - DIVISÃO DE MATERIAL E PATRIMÔNIO/SERVIÇO DE PRONTO ATENDIMENTO;01/04/2020 14:33;Depende dos lotes;1;Não-adjudicado;1;MASCARA RESPIRADOR SEMIFACIAL DESCARTÁVEL - N95/PFF2 - TAMANHO: ÚNICO;6000;un;;;;;http://www.compras.rs.gov.br/editais/0191_2020/259068;http://www.compras.rs.gov.br/editais/0191_2020/259068#documentsTab;http://www.compras.rs.gov.br/editais/0191_2020/lote/759611#proposalsTab;
0191/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1204-0004359-9;POLÍCIA CIVIL - DIVISÃO DE MATERIAL E PATRIMÔNIO/SERVIÇO DE PRONTO ATENDIMENTO;01/04/2020 14:30;Depende dos lotes;2;Deserto (encerrado);1;RESPIRADOR MASCARA CIRURGICA FILTRACAO BACTERIANA;10000;un;;;;;http://www.compras.rs.gov.br/editais/0191_2020/259068;http://www.compras.rs.gov.br/editais/0191_2020/259068#documentsTab;http://www.compras.rs.gov.br/editais/0191_2020/lote/759612#proposalsTab;
0191/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1204-0004359-9;POLÍCIA CIVIL - DIVISÃO DE MATERIAL E PATRIMÔNIO/SERVIÇO DE PRONTO ATENDIMENTO;01/04/2020 14:33;Depende dos lotes;3;Não-adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO- LÁTEX - NÃO ESTÉRIL-S/PÓ -TAM M EMB. 100 UN;50;em;;;;;http://www.compras.rs.gov.br/editais/0191_2020/259068;http://www.compras.rs.gov.br/editais/0191_2020/259068#documentsTab;http://www.compras.rs.gov.br/editais/0191_2020/lote/759613#proposalsTab;
0191/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1204-0004359-9;POLÍCIA CIVIL - DIVISÃO DE MATERIAL E PATRIMÔNIO/SERVIÇO DE PRONTO ATENDIMENTO;01/04/2020 14:33;Depende dos lotes;4;Não-adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO- LÁTEX - NÃO ESTÉRIL-S/PÓ -TAM G EMB. 100 UN;50;em;;;;;http://www.compras.rs.gov.br/editais/0191_2020/259068;http://www.compras.rs.gov.br/editais/0191_2020/259068#documentsTab;http://www.compras.rs.gov.br/editais/0191_2020/lote/759614#proposalsTab;
0187/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0032000-7;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;01/04/2020 14:01;Homologada;1;Não-adjudicado;1;ÓCULOS DE SEGURANÇA - SEGURANÇA POLICARBONATO INCOLOR LENTE RETANGULAR;3252;un;;;;;http://www.compras.rs.gov.br/editais/0187_2020/259054;http://www.compras.rs.gov.br/editais/0187_2020/259054#documentsTab;http://www.compras.rs.gov.br/editais/0187_2020/lote/759509#proposalsTab;07/04/2020
9022/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006960-0;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;01/04/2020 10:37;Depende dos lotes;1;Não-adjudicado;1;LOTE 01 - MÁSCARA RESPIRADOR SEMIFACIAL DESCARTÁVEL - N95/PFF2;2500;un;;;;;http://www.compras.rs.gov.br/editais/9022_2020/259052;http://www.compras.rs.gov.br/editais/9022_2020/259052#documentsTab;http://www.compras.rs.gov.br/editais/9022_2020/lote/759524#proposalsTab;
9022/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006960-0;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;01/04/2020 10:44;Depende dos lotes;2;Não-adjudicado;1;LOTE 02 - MÁSCARA CIRÚRGICA DESCARTÁVEL EM POLIETILENO C/ TIRAS;66000;un;;;;;http://www.compras.rs.gov.br/editais/9022_2020/259052;http://www.compras.rs.gov.br/editais/9022_2020/259052#documentsTab;http://www.compras.rs.gov.br/editais/9022_2020/lote/759506#proposalsTab;
0184/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0032090-2;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;01/04/2020 10:03;Homologada;1;Não-adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO- LÁTEX - NÃO ESTÉRIL-S/PÓ -TAM G EMB. 100 UN;5000;em;;;;;http://www.compras.rs.gov.br/editais/0184_2020/259046;http://www.compras.rs.gov.br/editais/0184_2020/259046#documentsTab;http://www.compras.rs.gov.br/editais/0184_2020/lote/759231#proposalsTab;01/04/2020
0184/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0032090-2;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;01/04/2020 10:03;Homologada;2;Não-adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO- LÁTEX - NÃO ESTÉRIL-S/PÓ -TAM M EMB. 100 UN;150000;em;;;;;http://www.compras.rs.gov.br/editais/0184_2020/259046;http://www.compras.rs.gov.br/editais/0184_2020/259046#documentsTab;http://www.compras.rs.gov.br/editais/0184_2020/lote/759232#proposalsTab;01/04/2020
0184/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0032090-2;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;01/04/2020 10:03;Homologada;3;Não-adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO-LATEX - NÃO ESTÉRIL-S/PÓ -TAM P EMB. 100 UN;17000;em;;;;;http://www.compras.rs.gov.br/editais/0184_2020/259046;http://www.compras.rs.gov.br/editais/0184_2020/259046#documentsTab;http://www.compras.rs.gov.br/editais/0184_2020/lote/759233#proposalsTab;01/04/2020
0184/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0032090-2;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;01/04/2020 10:03;Homologada;4;Não-adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO-NÃO ESTÉRIL-S/PÓ ABSORVÍVEL-TAM PP EMB. 100 UN;4300;cx;;;;;http://www.compras.rs.gov.br/editais/0184_2020/259046;http://www.compras.rs.gov.br/editais/0184_2020/259046#documentsTab;http://www.compras.rs.gov.br/editais/0184_2020/lote/759234#proposalsTab;01/04/2020
9012/2020;Serviços;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0006527-2;BRIGADA MILITAR - HOSPITAL DA BRIGADA MILITAR SANTA MARIA;01/04/2020 10:07;Homologada;1;Adjudicado;1;Contratação de empresa especializada para prestação de serviços de recepcionistas, telefonistas e auxiliares administrativos para o Hospital da Brigada Militar de Porto Alegre (complexo principal, centro clínico e seus anexos).;1;un;34400;34400;LYON SERVICOS TERCEIRIZADOS LTDA;5,99518E+12;http://www.compras.rs.gov.br/editais/9012_2020/259000;http://www.compras.rs.gov.br/editais/9012_2020/259000#documentsTab;http://www.compras.rs.gov.br/editais/9012_2020/lote/758874#proposalsTab;02/04/2020
